ID,Target_07_AUC,Target_90_AUC,Target_120_AUC,Target_07_LogLoss,Target_90_LogLoss,Target_120_LogLoss
ID_LEG1GM,0.40412382138409536,0.6605038249421811,0.6523365949119374,0.0019500229045368736,0.007724130995745046,0.007724130995745046
ID_1UKOKW,0.023903753780466108,0.023903753780466108,0.02372620530154777,0.0013184506790224208,0.0013184506790224208,0.0013184506790224208
ID_U5H2YK,0.5961425013342821,0.5512227361679417,0.5457187333214731,0.0034999999999999996,0.0034999999999999996,0.0034999999999999996
ID_55957A,0.5961425013342821,0.5512227361679417,0.5457187333214731,0.0034999999999999996,0.0034999999999999996,0.0034999999999999996
ID_N1AC0A,0.01564774951076321,0.01564774951076321,0.015470201031844866,0.0013106106758153234,0.0013106106758153234,0.0013106106758153234
ID_4R3SGT,0.36133463796477494,0.3327493328589219,0.32831062088596336,0.0018915737014094669,0.0018915737014094669,0.0018915737014094669
ID_NVW38U,0.9191031844867462,0.8885648461127913,0.8780894858566092,0.06021347080795329,0.06021347080795329,0.06021347080795329
ID_15LAWX,0.6218870307774417,0.6673394413805372,0.6595273083081302,0.003955777499654048,0.008168796042900384,0.008168796042900384
ID_DPNOLZ,0.19967674790962464,0.6296991638498488,0.6222421277352783,0.0013847825796355245,0.005737985155672014,0.005737985155672014
ID_GXO4MZ,0.12404109589041096,0.12155541718555417,0.12120032022771748,0.0013506021993903092,0.0013506021993903092,0.0013506021993903092
ID_TWJ95S,0.20091958726205303,0.6298767123287671,0.6224196762141968,0.001386217935641342,0.005738433440966618,0.005738433440966618
ID_F6RQR5,0.35822753958370396,0.3296422344778509,0.3266239103362391,0.001889862320481334,0.001889862320481334,0.001889862320481334
ID_OD0S5Q,0.5961425013342821,0.5512227361679417,0.5457187333214731,0.0034999999999999996,0.0034999999999999996,0.0034999999999999996
ID_L4DEEY,0.9631352072584949,0.9501741682974559,0.9457354563244974,0.13701781041738997,0.13701781041738997,0.13701781041738997
ID_H0WWMP,0.36133463796477494,0.3327493328589219,0.32831062088596336,0.0018915737014094669,0.0018915737014094669,0.0018915737014094669
ID_NK0GGQ,0.02283846290695606,0.02283846290695606,0.022660914428037717,0.001317899592583328,0.001317899592583328,0.001317899592583328
ID_C3E07L,0.5382616972069026,0.6330725849492973,0.6256155488347269,0.002850941826472646,0.005829312871016234,0.005829312871016234
ID_8ZHOIS,0.5282302081480164,0.6594385340686711,0.6519814979541008,0.002689506693067936,0.0075892116311880855,0.0075892116311880855
ID_WEM7E6,0.9982898060843266,0.9975796121686533,0.9974020636897349,0.642785375916486,0.8254435729808265,0.8254435729808265
ID_EI276D,0.9043666607365237,0.8779119373776908,0.8667263832058352,0.048588893273992295,0.05351736606248468,0.05351736606248468
ID_WY9YFZ,0.027277174879914604,0.027277174879914604,0.027099626400996266,0.0013200102890563274,0.0013200102890563274,0.0013200102890563274
ID_VGITCI,0.1932850026685643,0.6323623910336239,0.6249053549190535,0.00138028350053643,0.005806309931106995,0.005806309931106995
ID_NHFYZX,0.35822753958370396,0.3296422344778509,0.3266239103362391,0.001889862320481334,0.001889862320481334,0.001889862320481334
ID_PZPP2T,0.025146593132894503,0.025146593132894503,0.02496904465397616,0.0013188889617364568,0.0013188889617364568,0.0013188889617364568
ID_YSGK3Y,0.016002846468599893,0.016002846468599893,0.01582529798968155,0.0013106476665798077,0.0013106476665798077,0.0013106476665798077
ID_RT29AK,0.02656698096424124,0.02656698096424124,0.026389432485322897,0.0013194778967569095,0.0013194778967569095,0.0013194778967569095
ID_AUK2TM,0.5961425013342821,0.5512227361679417,0.5457187333214731,0.0034999999999999996,0.0034999999999999996,0.0034999999999999996
ID_QZA91L,0.6679608610567515,0.6100800569293721,0.6029781177726383,0.005,0.005,0.005
ID_CWTE3D,0.957986301369863,0.9450252624088241,0.9402314534780288,0.12290513844991255,0.12290513844991255,0.12290513844991255
ID_E04V5D,0.34819605052481767,0.3196107454189646,0.3167699697562711,0.0018793972344842088,0.0018793972344842088,0.0018793972344842088
ID_XTGV9Y,0.6218870307774417,0.6673394413805372,0.6595273083081302,0.003955777499654048,0.008168796042900384,0.008168796042900384
ID_ADLLTR,0.40412382138409536,0.6605038249421811,0.6523365949119374,0.0019500229045368736,0.007724130995745046,0.007724130995745046
ID_938PPA,0.5282302081480164,0.6594385340686711,0.6519814979541008,0.002689506693067936,0.0075892116311880855,0.0075892116311880855
ID_68PA5Q,0.6218870307774417,0.6673394413805372,0.6595273083081302,0.003955777499654048,0.008168796042900384,0.008168796042900384
ID_EJJIM0,0.36133463796477494,0.3327493328589219,0.32831062088596336,0.0018915737014094669,0.0018915737014094669,0.0018915737014094669
ID_9EEUE8,0.02212826899128269,0.02212826899128269,0.02195072051236435,0.0013169835680012854,0.0013169835680012854,0.0013169835680012854
ID_EZ948R,0.986038961038961,0.9879919943070629,0.9878144458281444,0.31837454663570686,0.4469459752071354,0.5848105353385468
ID_E0HFQZ,0.38858832947874045,0.3600030243728874,0.3550316669631738,0.0019243253187200078,0.0019243253187200078,0.0019243253187200078
ID_KGXIB9,0.5961425013342821,0.5512227361679417,0.5457187333214731,0.0034999999999999996,0.0034999999999999996,0.0034999999999999996
ID_ZXY6XK,0.01564774951076321,0.01564774951076321,0.015470201031844866,0.0013106106758153234,0.0013106106758153234,0.0013106106758153234
ID_TEKWLH,0.12066767479096246,0.11818199608610568,0.11782689912826899,0.0013483334260498733,0.0013483334260498733,0.0013483334260498733
ID_BWUBOA,0.014671232876712327,0.014671232876712327,0.014493684397793988,0.0013101980377360216,0.0013101980377360216,0.0013101980377360216
ID_0KPGAQ,0.013250845045365594,0.013250845045365594,0.013073296566447252,0.0013090417058544087,0.0013090417058544087,0.0013090417058544087
ID_3LJO3C,0.3890322006760363,0.3604468955701832,0.3554755381604697,0.0019247579403402237,0.0019247579403402237,0.0019247579403402237
ID_WRG2RD,0.3606244440491016,0.33203913894324855,0.32760042697028996,0.001891258610216121,0.001891258610216121,0.001891258610216121
ID_4K4IHE,0.3683478028820495,0.33994004625511476,0.33532378580323785,0.0019029909464505117,0.0019029909464505117,0.0019029909464505117
ID_U9Z9PF,0.5324025974025973,0.6314746486390322,0.6240176125244619,0.002769847160632695,0.00576425132419401,0.00576425132419401
ID_HX6A7Q,0.5961425013342821,0.5512227361679417,0.5457187333214731,0.0034999999999999996,0.0034999999999999996,0.0034999999999999996
ID_CB9JIH,0.9137767301191959,0.886789361323608,0.8764915495463441,0.055245925382794554,0.05929861865285197,0.05929861865285197
ID_HP3OJC,0.9199021526418787,0.8898964597046789,0.8792435509695783,0.06086765747747945,0.06086765747747945,0.06086765747747945
ID_15CTIR,0.5961425013342821,0.5512227361679417,0.5457187333214731,0.0034999999999999996,0.0034999999999999996,0.0034999999999999996
ID_A7QLXN,0.12191051414339085,0.11942483543853406,0.11906973848069739,0.0013487714318522834,0.0013487714318522834,0.0013487714318522834
ID_97B102,0.9517721046077211,0.9343723536737235,0.9283357053904999,0.10453490652746612,0.10453490652746612,0.10453490652746612
ID_2JV0A5,0.9617148194271482,0.9485762319871909,0.9443150684931507,0.1324339705023156,0.1324339705023156,0.1324339705023156
ID_4BHS4D,0.6679608610567515,0.6100800569293721,0.6029781177726383,0.005,0.005,0.005
ID_475FQ7,0.39089645970467884,0.3623111545988258,0.3573397971891123,0.0019250135985051683,0.0019250135985051683,0.0019250135985051683
ID_OOU6SR,0.36133463796477494,0.3327493328589219,0.32831062088596336,0.0018915737014094669,0.0018915737014094669,0.0018915737014094669
ID_K9F2L9,0.12315335349581925,0.12066767479096246,0.12031257783312578,0.001349525097137522,0.001349525097137522,0.001349525097137522
ID_HVXRWN,0.6679608610567515,0.6100800569293721,0.6029781177726383,0.005,0.005,0.005
ID_OD84X2,0.9199021526418787,0.8898964597046789,0.8792435509695783,0.06086765747747945,0.06086765747747945,0.06086765747747945
ID_S015G9,0.34819605052481767,0.3196107454189646,0.3167699697562711,0.0018793972344842088,0.0018793972344842088,0.0018793972344842088
ID_SV5TAT,0.5961425013342821,0.5512227361679417,0.5457187333214731,0.0034999999999999996,0.0034999999999999996,0.0034999999999999996
ID_CDCTHP,0.3606244440491016,0.33203913894324855,0.32760042697028996,0.001891258610216121,0.001891258610216121,0.001891258610216121
ID_AROTJX,0.022483365949119375,0.022483365949119375,0.022305817470201033,0.0013173223106583058,0.0013173223106583058,0.0013173223106583058
ID_EHAJ1K,0.9945612880270415,0.9903001245330012,0.9904776730119196,0.46582300227648266,0.5108230022764827,0.6267192470075652
ID_IEX25G,0.3890322006760363,0.3604468955701832,0.3554755381604697,0.0019247579403402237,0.0019247579403402237,0.0019247579403402237
ID_W88WIY,0.11143515388720868,0.10930457214018859,0.10912702366127024,0.0013448591365847393,0.0013448591365847393,0.0013448591365847393
ID_J6RJJ3,0.9186593132894503,0.8877658779576588,0.8772905177014766,0.060098732825222455,0.060098732825222455,0.060098732825222455
ID_HXXXEO,0.36133463796477494,0.3327493328589219,0.32831062088596336,0.0018915737014094669,0.0018915737014094669,0.0018915737014094669
ID_X4RW56,0.9895899306173279,0.983375733855186,0.976628891656289,0.35057436770952843,0.35057436770952843,0.35057436770952843
ID_R34IVE,0.9752085038249422,0.9684616616260452,0.9627801103006582,0.22214388735847787,0.22214388735847787,0.22214388735847787
ID_42HTPO,0.12528393524283934,0.6281012275395838,0.6206441914250134,0.0013518876078372365,0.005684960797974227,0.005684960797974227
ID_S29RDB,0.016002846468599893,0.016002846468599893,0.01582529798968155,0.0013106476665798077,0.0013106476665798077,0.0013106476665798077
ID_D92BW9,0.36133463796477494,0.3327493328589219,0.32831062088596336,0.0018915737014094669,0.0018915737014094669,0.0018915737014094669
ID_LM303R,0.1670078277886497,0.6211768368617684,0.6135422522682797,0.0013678351940459154,0.005445569931297375,0.005445569931297375
ID_9D1349,0.5961425013342821,0.5512227361679417,0.5457187333214731,0.0034999999999999996,0.0034999999999999996,0.0034999999999999996
ID_YXYTNR,0.9865716064757161,0.9816002490660025,0.9739656644725138,0.3226790339237174,0.3226790339237174,0.3226790339237174
ID_LGBT94,0.9186593132894503,0.8877658779576588,0.8772905177014766,0.060098732825222455,0.060098732825222455,0.060098732825222455
ID_F5D4F1,0.35822753958370396,0.3296422344778509,0.3266239103362391,0.001889862320481334,0.001889862320481334,0.001889862320481334
ID_LCRAB6,0.5961425013342821,0.5512227361679417,0.5457187333214731,0.0034999999999999996,0.0034999999999999996,0.0034999999999999996
ID_2S8CNZ,0.022660914428037717,0.022660914428037717,0.022483365949119375,0.001317423474026485,0.001317423474026485,0.001317423474026485
ID_1SGSZE,0.024258850738302792,0.024258850738302792,0.024081302259384454,0.0013185105927789277,0.0013185105927789277,0.0013185105927789277
