ID,Target_07_AUC,Target_90_AUC,Target_120_AUC,Target_07_LogLoss,Target_90_LogLoss,Target_120_LogLoss
ID_LEG1GM,0.6523365949119374,0.652691691869774,0.6406183953033268,0.008355757902966846,0.011820222757691765,0.011820222757691765
ID_1UKOKW,0.023903753780466108,0.023903753780466108,0.02372620530154777,0.00119107040741344,0.00119107040741344,0.00119107040741344
ID_U5H2YK,0.4990234833659491,0.47558708414872797,0.4706157267390144,0.00249999999999994,0.00249999999999994,0.00249999999999994
ID_55957A,0.4990234833659491,0.47558708414872797,0.4706157267390144,0.00249999999999994,0.00249999999999994,0.00249999999999994
ID_N1AC0A,0.01564774951076321,0.01564774951076321,0.015470201031844866,0.00118636640548918,0.00118636640548918,0.00118636640548918
ID_4R3SGT,0.3329268813378402,0.3084251912471091,0.30434157623198715,0.00153494422084564,0.00153494422084564,0.00153494422084564
ID_NVW38U,0.886789361323608,0.8471960505248176,0.8321044298167586,0.03652808248477192,0.03652808248477192,0.03652808248477192
ID_15LAWX,0.7230896637608967,0.6820759651307596,0.6623680839708237,0.01165211064110736,0.01417992176705514,0.01417992176705514
ID_DPNOLZ,0.5764346201743462,0.600226116349404,0.5888630136986301,0.005846874799582971,0.008458796345204871,0.008458796345204871
ID_GXO4MZ,0.12333090197473759,0.12102277174879915,0.12066767479096246,0.00121036131963418,0.00121036131963418,0.00121036131963418
ID_TWJ95S,0.5711081658067959,0.5989832769969756,0.5877977228251201,0.005746688449963488,0.008358017753158668,0.008358017753158668
ID_F6RQR5,0.3298197829567692,0.30531809286603806,0.30265486568226296,0.00153391739228878,0.00153391739228878,0.00153391739228878
ID_OD0S5Q,0.4990234833659491,0.47558708414872797,0.4706157267390144,0.00249999999999994,0.00249999999999994,0.00249999999999994
ID_L4DEEY,0.9629576587795765,0.9508843622131293,0.9453803593666608,0.11713086348528148,0.11713086348528148,0.11713086348528148
ID_H0WWMP,0.3329268813378402,0.3084251912471091,0.30434157623198715,0.00153494422084564,0.00153494422084564,0.00153494422084564
ID_NK0GGQ,0.02283846290695606,0.02283846290695606,0.022660914428037717,0.00119073975554998,0.00119073975554998,0.00119073975554998
ID_C3E07L,0.6415949119373776,0.6321848425547055,0.6186911581569116,0.008070209275647163,0.009857231902373323,0.009857231902373323
ID_8ZHOIS,0.7359619284824764,0.6933502935420744,0.671866927592955,0.012308082803672085,0.015247905766544143,0.015247905766544143
ID_WEM7E6,0.9982898060843266,0.9982898060843266,0.99793470912649,0.6534299060739579,0.8515697461588974,0.8515697461588974
ID_EI276D,0.8626427681907134,0.8337023661270236,0.8150597758405977,0.029553335964395317,0.03251041963749075,0.03251041963749075
ID_WY9YFZ,0.027277174879914604,0.027277174879914604,0.027099626400996266,0.0011920061734337802,0.0011920061734337802,0.0011920061734337802
ID_VGITCI,0.5707530688489593,0.5993383739548124,0.5881528197829567,0.005745851126815343,0.008401466985157643,0.008401466985157643
ID_NHFYZX,0.3298197829567692,0.30531809286603806,0.30265486568226296,0.00153391739228878,0.00153391739228878,0.00153391739228878
ID_PZPP2T,0.025146593132894503,0.025146593132894503,0.02496904465397616,0.00119133337704184,0.00119133337704184,0.00119133337704184
ID_YSGK3Y,0.016002846468599893,0.016002846468599893,0.01582529798968155,0.00118638859994788,0.00118638859994788,0.00118638859994788
ID_RT29AK,0.02656698096424124,0.02656698096424124,0.026389432485322897,0.00119168673805414,0.00119168673805414,0.00119168673805414
ID_AUK2TM,0.4990234833659491,0.47558708414872797,0.4706157267390144,0.00249999999999994,0.00249999999999994,0.00249999999999994
ID_QZA91L,0.5216609144280377,0.5088774239459171,0.5026632271837751,0.0034000000000000002,0.0034000000000000002,0.0034000000000000002
ID_CWTE3D,0.943427326098559,0.923186799501868,0.9139542785981143,0.07414308306994749,0.07414308306994749,0.07414308306994749
ID_E04V5D,0.32032093933463796,0.2958192492439068,0.29315602206013164,0.0015276383406905198,0.0015276383406905198,0.0015276383406905198
ID_XTGV9Y,0.7230896637608967,0.6820759651307596,0.6623680839708237,0.01165211064110736,0.01417992176705514,0.01417992176705514
ID_ADLLTR,0.6523365949119374,0.652691691869774,0.6406183953033268,0.008355757902966846,0.011820222757691765,0.011820222757691765
ID_938PPA,0.7359619284824764,0.6933502935420744,0.671866927592955,0.012308082803672085,0.015247905766544143,0.015247905766544143
ID_68PA5Q,0.7230896637608967,0.6820759651307596,0.6623680839708237,0.01165211064110736,0.01417992176705514,0.01417992176705514
ID_EJJIM0,0.3329268813378402,0.3084251912471091,0.30434157623198715,0.00153494422084564,0.00153494422084564,0.00153494422084564
ID_9EEUE8,0.02212826899128269,0.02212826899128269,0.02195072051236435,0.00119019014080072,0.00119019014080072,0.00119019014080072
ID_EZ948R,0.9867491549546344,0.9892348336594912,0.9897674790962462,0.2849832538527415,0.4350775480963256,0.5609130084649638
ID_E0HFQZ,0.3564520547945205,0.331772816224871,0.3273341042519125,0.0015545951912319998,0.0015545951912319998,0.0015545951912319998
ID_KGXIB9,0.4990234833659491,0.47558708414872797,0.4706157267390144,0.00249999999999994,0.00249999999999994,0.00249999999999994
ID_ZXY6XK,0.01564774951076321,0.01564774951076321,0.015470201031844866,0.00118636640548918,0.00118636640548918,0.00118636640548918
ID_TEKWLH,0.12013502935420743,0.11782689912826899,0.11747180217043231,0.00120900005562988,0.00120900005562988,0.00120900005562988
ID_BWUBOA,0.014671232876712327,0.014671232876712327,0.014493684397793988,0.0011861188226416,0.0011861188226416,0.0011861188226416
ID_0KPGAQ,0.013250845045365594,0.013250845045365594,0.013073296566447252,0.0011854250235126401,0.0011854250235126401,0.0011854250235126401
ID_3LJO3C,0.3568959259918164,0.33221668742216687,0.32777797544920834,0.00155485476420412,0.00155485476420412,0.00155485476420412
ID_WRG2RD,0.33221668742216687,0.30771499733143565,0.3036313823163138,0.0015347551661296598,0.0015347551661296598,0.0015347551661296598
ID_4K4IHE,0.33887475538160466,0.3141955168119551,0.3101119017968333,0.0015417945678703,0.0015417945678703,0.0015417945678703
ID_U9Z9PF,0.6391092332325209,0.6311195516811955,0.6178034157623199,0.007990261873716112,0.009786904371852952,0.009786904371852952
ID_HX6A7Q,0.4990234833659491,0.47558708414872797,0.4706157267390144,0.00249999999999994,0.00249999999999994,0.00249999999999994
ID_CB9JIH,0.8768466465041808,0.8443552748621241,0.8292636541540651,0.033547555229676694,0.03597917119171114,0.03597917119171114
ID_HP3OJC,0.8875883294787404,0.8497705034691336,0.8346788827610745,0.036920594486487636,0.036920594486487636,0.036920594486487636
ID_15CTIR,0.4990234833659491,0.47558708414872797,0.4706157267390144,0.00249999999999994,0.00249999999999994,0.00249999999999994
ID_A7QLXN,0.12137786870663583,0.11906973848069739,0.11871464152286071,0.00120926285911132,0.00120926285911132,0.00120926285911132
ID_97B102,0.951239459170966,0.9354376445472335,0.9285132538694183,0.08817440142600161,0.08817440142600161,0.08817440142600161
ID_2JV0A5,0.9562108165806796,0.9441375200142323,0.9381008717310086,0.09941779349062801,0.09941779349062801,0.09941779349062801
ID_4BHS4D,0.5216609144280377,0.5088774239459171,0.5026632271837751,0.0034000000000000002,0.0034000000000000002,0.0034000000000000002
ID_475FQ7,0.35858263654154066,0.3339033979718911,0.3294646859989326,0.00155500815910306,0.00155500815910306,0.00155500815910306
ID_OOU6SR,0.3329268813378402,0.3084251912471091,0.30434157623198715,0.00153494422084564,0.00153494422084564,0.00153494422084564
ID_K9F2L9,0.12262070805906422,0.12031257783312578,0.1199574808752891,0.0012097150582825,0.0012097150582825,0.0012097150582825
ID_HVXRWN,0.5216609144280377,0.5088774239459171,0.5026632271837751,0.0034000000000000002,0.0034000000000000002,0.0034000000000000002
ID_OD84X2,0.8875883294787404,0.8497705034691336,0.8346788827610745,0.036920594486487636,0.036920594486487636,0.036920594486487636
ID_S015G9,0.32032093933463796,0.2958192492439068,0.29315602206013164,0.0015276383406905198,0.0015276383406905198,0.0015276383406905198
ID_SV5TAT,0.4990234833659491,0.47558708414872797,0.4706157267390144,0.00249999999999994,0.00249999999999994,0.00249999999999994
ID_CDCTHP,0.33221668742216687,0.30771499733143565,0.3036313823163138,0.0015347551661296598,0.0015347551661296598,0.0015347551661296598
ID_AROTJX,0.022483365949119375,0.022483365949119375,0.022305817470201033,0.00119039338639498,0.00119039338639498,0.00119039338639498
ID_EHAJ1K,0.9949163849848781,0.9924307062800214,0.992785803237858,0.47593277776902965,0.5231219215953706,0.6138539256521331
ID_IEX25G,0.3568959259918164,0.33221668742216687,0.32777797544920834,0.00155485476420412,0.00155485476420412,0.00155485476420412
ID_W88WIY,0.11090250845045366,0.1089494751823519,0.10877192670343355,0.00120691548195082,0.00120691548195082,0.00120691548195082
ID_J6RJJ3,0.886345490126312,0.8463970823696851,0.8311279131827076,0.036459239695133434,0.036459239695133434,0.036459239695133434
ID_HXXXEO,0.3329268813378402,0.3084251912471091,0.30434157623198715,0.00153494422084564,0.00153494422084564,0.00153494422084564
ID_X4RW56,0.9876368973492261,0.9814227005870841,0.9753860523038606,0.30417358073877987,0.30417358073877987,0.30417358073877987
ID_R34IVE,0.973610567514677,0.9656208859633517,0.9601168831168831,0.16458901008412272,0.16458901008412272,0.16458901008412272
ID_42HTPO,0.5565491905354919,0.5865548834726917,0.5776774595267746,0.005279839095049525,0.007879683009131725,0.007879683009131725
ID_S29RDB,0.016002846468599893,0.016002846468599893,0.01582529798968155,0.00118638859994788,0.00118638859994788,0.00118638859994788
ID_D92BW9,0.3329268813378402,0.3084251912471091,0.30434157623198715,0.00153494422084564,0.00153494422084564,0.00153494422084564
ID_LM303R,0.5776774595267746,0.5984506315602206,0.5874426258672835,0.005896209244083321,0.00834285008643416,0.00834285008643416
ID_9D1349,0.4990234833659491,0.47558708414872797,0.4706157267390144,0.00249999999999994,0.00249999999999994,0.00249999999999994
ID_YXYTNR,0.9862165095178793,0.9805349581924925,0.9741432129514321,0.2797468903452609,0.2797468903452609,0.2797468903452609
ID_LGBT94,0.886345490126312,0.8463970823696851,0.8311279131827076,0.036459239695133434,0.036459239695133434,0.036459239695133434
ID_F5D4F1,0.3298197829567692,0.30531809286603806,0.30265486568226296,0.00153391739228878,0.00153391739228878,0.00153391739228878
ID_LCRAB6,0.4990234833659491,0.47558708414872797,0.4706157267390144,0.00249999999999994,0.00249999999999994,0.00249999999999994
ID_2S8CNZ,0.022660914428037717,0.022660914428037717,0.022483365949119375,0.00119045408441584,0.00119045408441584,0.00119045408441584
ID_1SGSZE,0.024258850738302792,0.024258850738302792,0.024081302259384454,0.00119110635566734,0.00119110635566734,0.00119110635566734
ID_KKBQQS,0.9831981853762676,0.9775166340508805,0.9713024372887387,0.2532101339771566,0.2532101339771566,0.2532101339771566
ID_XMDQ0Y,0.1622140188578545,0.15884059775840598,0.15742020992705924,0.00122006960700304,0.00122006960700304,0.00122006960700304
ID_J1LSS5,0.17810460772104605,0.17348834726916917,0.17206795943782247,0.00122379827628856,0.00122379827628856,0.00122379827628856
ID_UKASHO,0.386280199252802,0.35716224871019386,0.35325618217399035,0.0015987818379034598,0.0015987818379034598,0.0015987818379034598
ID_3RTT5L,0.9744983099092688,0.9666861768368618,0.9613597224693115,0.17252204497021412,0.17252204497021412,0.17252204497021412
ID_HWGAEQ,0.39169542785981143,0.36151218644369326,0.3572510229496531,0.0016157851971541,0.0016157851971541,0.0016157851971541
ID_U0LN1Z,0.9492864259028643,0.9329519658423768,0.9258500266856432,0.0847538266314232,0.0847538266314232,0.0847538266314232
ID_XCBXS7,0.9640229496530867,0.9526598470023128,0.9471558441558441,0.1219814913795012,0.1219814913795012,0.1219814913795012
ID_YFDC0M,0.3473970823696851,0.3225402953211172,0.31827913182707707,0.0015485978052867998,0.0015485978052867998,0.0015485978052867998
ID_RCNWC6,0.9700595979363102,0.9613597224693115,0.9563883650595979,0.1476908722780085,0.1476908722780085,0.1476908722780085
ID_671WLE,0.9705922433730653,0.9624250133428216,0.9574536559331079,0.1485394778838947,0.1485394778838947,0.1485394778838947
ID_JXJ5V1,0.16789557018324142,0.16434460060487457,0.16292421277352784,0.0012211469018699199,0.0012211469018699199,0.0012211469018699199
ID_QMT9FM,0.9695269524995552,0.9602944315958014,0.9547904287493328,0.1435277888471675,0.1435277888471675,0.1435277888471675
ID_VUL81Z,0.4390120974915495,0.4086513075965131,0.40439014410247287,0.0018338870057850397,0.0018338870057850397,0.0018338870057850397
ID_MRZSZ3,0.16452214908379292,0.16097117950542608,0.15955079167407935,0.00122065242981628,0.00122065242981628,0.00122065242981628
ID_8HVUID,0.3502378580323786,0.32555861946272907,0.3212974559686888,0.0015497603688034,0.0015497603688034,0.0015497603688034
ID_3410TA,0.2168989503647038,0.20837662337662338,0.2055358477139299,0.00124741777028998,0.00124741777028998,0.00124741777028998
ID_ETZB50,0.21956217754847893,0.20997455968688844,0.207133784024195,0.00124991256368164,0.00124991256368164,0.00124991256368164
